"","Residential","NonResidential","Road","NonRoad","Agriculture","Total"
"FR016L2",716820.975777626,248101.062181354,291160.875525475,235.567942298949,99104.7189809084,1355423.20040766
"FR017L2",710747.684090972,77888.4122424126,192121.572319359,196.805163422599,71680.2926018164,1052634.76641798
"FR018L2",406831.166348577,60059.3913736343,160626.81032899,121.275378890336,34125.8890306293,661764.532460721
"FR019L2",1094725.88532397,214671.665649891,350959.272076883,124.183711261954,18263.3696378374,1678744.37639985
"FR020L2",79298.1768001942,5518.59591948986,16422.161616985,268.575389927719,3552.34750892059,105059.857235517
"FR021L2",900852.432339206,34066.7415721416,136981.092607334,595.2412327528,6533.11358074658,1079028.62133218
"FR022L2",809489.52708149,113821.94325161,154507.053087234,1078.70376291871,29136.9656059444,1108034.1927892
"FR023L2",913854.293307781,201613.416008532,299110.446399212,1122.26649196073,100224.888657287,1515925.31086477
"FR024L2",674346.540566444,136386.927657604,262231.51717329,119.063317807391,104745.687637225,1177829.73635237
"FR025L2",432640.046607765,67353.794044286,100178.600432002,353.855047030374,60386.2602287829,660912.556359866
"FR026L2",726901.827734947,122504.10500598,239310.74326992,138.936771698296,60590.0313995779,1149445.64418212
"FR027L2",814162.227565765,111437.375391006,191910.354919434,335.877390027046,32536.5401530266,1150382.37541926
"FR032L2",831963.225377083,134871.974650443,182680.753098488,1964.06528265029,28848.8486459991,1180328.86705466
"FR034L2",491175.478200972,208704.76162672,114187.875216722,121822.500813328,55188.788059324,991079.403917067
"FR035L2",455365.684517615,72528.7401224375,135329.849026561,305.537720191118,35874.669635708,699404.481022513
"FR036L2",506946.166903019,47878.6707262993,178542.38942723,185.271253288724,52660.945763737,786213.444073574
"FR037L2",494044.344870061,61569.6770963669,95552.3410396874,186.351016486064,62934.7237134216,714287.437736023
"FR038L2",394403.849402427,18122.3251314163,58861.1124559939,143.708431884181,12499.0950850956,484030.090506817
"FR039L1",393114.871241331,56129.430929184,76159.6380202025,32.8214731812477,12199.993961812,537636.755625711
"FR040L2",297762.346476316,84311.2575774193,58019.6804709435,58.9891651738435,13945.7644375116,454098.038127365
"FR042L2",206721.882833481,49063.3957777023,92973.7870506197,207.510029486846,116331.75048276,465298.32617405
"FR043L2",440505.799821854,60201.3392205238,70164.8167791367,3835.50854062662,24466.4712570459,599173.935619187
"FR044L2",183651.191958547,15304.5917905122,72230.6444957517,322.996035907418,64187.5529170185,335696.977197737
"FR045L2",324000.089212656,37132.1002728641,82308.190779388,193.916426455602,88351.4016676992,531985.698359063
"FR046L2",191309.835524559,8394.55667710304,64102.6966094971,57.9144384898245,19039.1274063509,282904.130656
"FR048L2",408989.677033901,49740.2811498642,125751.268401563,258.093052562326,8997.41426766524,593736.733905556
"FR049L2",235747.046664715,60445.2328958511,109447.804846168,796.266814537346,46384.4631258622,452820.814347133
"FR050L2",159471.754571438,28718.0277719498,92467.5367450714,53.9345407327637,121883.117462754,402594.371091946
"FR051L2",242375.166369438,52397.1178945899,111856.633658409,41.6521611772478,105372.575478852,512043.145562466
"FR052L2",126128.341184616,16147.0689284801,34868.5392656326,339.530474159867,19960.2667877637,197443.746640652
"FR053L2",182780.638137817,14820.2168951035,103719.907337189,87.6225241478533,40999.6102840304,342407.995178288
"FR056L2",213550.08024025,30902.2020927668,69175.9524533749,193.06762444973,78649.8275218606,392471.129932702
"FR057L2",154876.000104427,35150.3473715782,71900.3026210964,73.1711403336376,119813.588323995,381813.409561431
"FR058L2",346712.071505547,55273.8744988441,53922.353379488,45.549187682569,57674.3993322849,513628.247903846
"FR059L2",282391.880699396,62160.7522293329,120820.41328454,28.1719713136554,57076.8614721,522478.079656683
"FR060L2",242616.845743895,24222.7954080105,67109.2157666981,54.1347888559103,38104.0020836294,372106.993791088
"FR061L2",120861.179966211,16834.7358579636,18334.2518577576,34.3032456152141,23484.6111159176,179549.082043465
"FR062L2",287474.702474713,13402.7452872992,37086.8653522134,83.8463372513652,31251.9872511253,369300.146702603
"FR063L2",223234.409550667,29359.4976620674,98954.7866735458,720.619596559554,29259.7584563047,381529.071939144
"FR064L2",360485.676446795,50917.2759723663,54113.5937623978,81.5451160538942,7884.38628511876,473482.477582732
"FR065L2",209572.534573674,42396.1875150204,69469.7201914191,47.5942225821782,16236.9323412348,337722.968843931
"FR066L2",135819.911982536,8141.73520064354,34326.6677954197,177.696611374617,69114.9720827639,247580.983672738
"FR067L2",219675.990213394,33695.4324259758,93369.8700413704,130.546466808766,65284.987533927,412156.826681476
"FR068L2",212845.975198746,55105.1509885788,55616.3310770988,492.435508862138,4466.38358990103,328526.276363187
"FR069L2",190653.494104385,16421.9700984955,37624.2003948689,72.0533511005342,60422.7273655832,305194.445314433
"FR073L2",152836.672060013,44194.2204043865,89505.8609434366,348.729730654042,104177.519242555,391063.002381045
"FR074L2",216590.611201286,14880.9354075193,66018.9825398922,83.6034257290885,20014.2807818875,317588.413356314
"FR076L2",262424.797742367,9515.10691392422,51887.6237765551,19.3274682089686,65052.9701379836,388899.826039039
"FR077L2",227572.733685493,3520.76715940237,29607.9199848175,28.9959450885653,871.81772887893,261602.234503681
"FR079L2",47365.5784292221,14441.1031961441,64837.8890318871,228.352411133703,119532.971247375,246405.894315762
"FR082L2",4433649.85004848,402357.908864111,917971.114713192,8215.97592015704,33122.9754865337,5795317.82503248
"FR084L2",3215753.37005494,52178.4176862538,401140.832869221,1718.89212007541,2017.32342868345,3672808.83615918
"FR086L2",508101.865215302,62936.6794047356,114006.938926697,274.005838632584,8707.66136735678,694027.150752723
"FR090L2",351933.669570923,80517.7457579374,104428.835086823,272.118841290474,3600.62053087354,540752.989787847
"FR093L2",471551.119596481,74260.5151820183,65544.9363064766,443.637617334723,23471.05021891,635271.258921221
"FR096L2",359374.770198524,51766.4992217422,189950.57941325,314.660264944658,30546.1341185533,631952.643217014
"FR099L2",1860154.62506676,358324.046119928,483811.093776226,3299.2317908518,96751.2738714963,2802340.27062526
"FR104L2",140819.846321106,14238.7833309174,78989.0525178909,475.728783726692,8744.09252500534,243267.503478646
"FR203L2",67625.8306595741,41024.6266374588,18305.2619207595,4206.42826893926,48.2393300067633,131210.386816738
"FR205L2",93281.6319847107,16561.6020855904,43263.5279563665,309.912099348381,19491.2398696765,172907.913995693
"FR207L2",327384.187479973,37397.045599699,81128.6819628477,437.670074500144,26353.5243263673,472701.109443387
"FR208L1",1702795.78902459,320316.836115003,290189.377812445,904.438194622096,224215.977849305,2538422.41899597
"FR209L2",161525.125229836,19759.8764631748,25937.1718759201,4951.55831541121,145.252884015441,212318.984768357
"FR214L1",94071.9085955918,1942.27336454391,4560.52079343796,4.02596258526319,38869.1990628392,139447.927778998
"FR215L2",162985.215653837,8663.70029354095,12683.5571542978,6.58982856513649,179459.591986775,363798.654917016
"FR304L1",101616.35213632,6551.17691230774,38937.1432140779,43.2400544541888,38439.4985262267,185587.410843386
"FR324L1",45520.875778609,3283.10513782501,7139.85460823542,385.452092786523,15257.9679923952,71587.2556098511
"FR505L1",84114.4370743483,11866.2227730751,15344.6277243225,0.0227577172845486,37824.2963121883,149149.606641651
"FR506L1",8300384.29246044,653694.607819185,1041085.67590335,7365.84194962494,122771.204365316,10125301.6224979
"HR001L2",309547.819695383,31848.2517342567,46522.6883549411,597.44629749842,40970.3831070308,429486.58918911
"HR002L2",396763.156208515,21891.5265645385,35870.4709243774,250.09007563442,50347.3359336555,505122.579706721
"HR003L2",244703.202316165,27110.8342400193,22538.9495176077,61.4112285096198,47526.971714668,341941.36901697
"HR004L2",314047.02040422,22871.5890166759,44336.0729697496,211.356971704401,71767.1949810851,453233.234343435
"HR005L2",245063.5494031,15840.9907252192,31625.4530983567,155.930642909254,150206.335166007,442892.259035593
"HR006L1",250290.864669915,42717.2514355779,45735.6928923726,114.313302230556,55082.0007131249,393940.123013221
"HR007L1",144712.960714221,13036.9898099899,36627.4306690246,113.586941795424,38681.0348412395,233172.00297627
"HU001L2",232786.8135252,58034.3270213604,45996.6232268363,188.565642092377,92478.2891149567,429484.618530446
"HU002L2",130097.462963693,6174.2388625145,8721.43459224701,48.5417229086161,31784.8881516084,176826.566292971
"HU003L2",107293.667830229,25513.5804076195,9721.23135226965,150.765071975067,54108.7375569493,196787.982219042
"HU004L2",89567.01572299,13714.6536690593,15663.5338420719,60.1992682879791,8461.43579983362,127466.838302243
"HU005L2",73427.6197946146,8320.84912228584,12719.3037585989,88.4590700045228,10414.9584015124,104971.190147016
"HU006L2",111229.306148767,14743.2118462324,7687.63834163547,64.7303506340832,45677.0874042511,179401.974091521
"HU007L2",72742.6244423818,4552.58380508423,10871.5237903306,51.5348285974469,14261.2191360369,102479.486002431
"HU008L2",112971.010723352,23165.6360784471,23698.0656639338,38.9926089067012,20574.7347846329,180448.439859273
"HU009L2",85850.6721305847,7066.23913145065,7278.1374887228,36.909785233438,20026.4858614355,120258.444397427
"HU010L1",45332.7417981848,3352.41690784693,4252.38654917479,69.6417229771614,14534.3755715117,67541.5625496954
"HU011L1",5902960.83472836,1747426.75357914,1581042.34036675,28731.7854888141,358562.249800229,9618723.96396329
"HU012L1",1097635.12269759,273305.373785019,233427.332091615,5497.13896869868,231858.597249009,1841723.56479193
"HU013L1",317801.67610085,78464.7891716957,125116.562981814,240.851383715868,20565.6771640147,542189.55680209
"HU014L1",338967.746380344,94706.3270530701,79874.9410517365,150.05717233941,61598.4867646378,575297.558422128
"HU015L1",136265.881523095,56481.2527198792,48673.5794829279,162.07743883878,38618.5121087134,280201.303273454
"HU016L1",179365.496686724,0,0,69877.0547768921,0,249242.551463616
"HU017L1",12143380.3377334,744660.364767969,2558294.96099499,12380.8327060305,211458.611751571,15670175.107954
"HU018L1",13309820.2985382,2791833.9046936,3496334.54853439,7020.52656340599,128785.306283957,19733794.5846136
"HU019L1",12038868.0662766,510560.833706141,1771433.16781533,14470.6847621799,29757.7029469311,14365090.4555071
"IE001L1",4364909.58383277,873220.630625725,1156519.31316692,3128.92537977546,58342.1050646938,6456120.55806988
"IE002L1",1523739.93444633,4505.35435318947,226528.536967814,904.764315519482,55148.8512473106,1810827.44133017
"IE003L1",1246801.62158549,34205.026461482,363201.012240648,10563.6392772943,1472.90420343354,1656244.20376835
"IE004L1",977774.577503204,149556.286911488,379669.98639667,713.922620244324,37528.3458674066,1545243.11929901
"IE005L1",523237.576926231,110756.783426285,183629.457392693,423.108189985156,56532.99214077,874579.918075964
"IS001L1",1181939.4524076,387091.091155052,558792.155251265,3413.56010321155,103179.225409269,2234415.4843264
"IT001L2",2405794.13917446,186381.658795774,432982.941938639,655.750260688365,21080.9592607021,3046895.44943026
"IT002L2",968430.674105883,252363.372537374,343077.254616857,2692.00072053447,21411.6415144121,1587974.94349506
"IT003L2",1091311.07399559,318233.172555447,460059.490924835,705.927912950516,39894.935212642,1910204.60060146
"IT004L2",92602.0488700867,42003.3630018234,57340.8181319237,392.938871003687,43302.0900271535,235641.258901991
"IT005L2",228853.72565005,29795.1905622482,146883.325696252,320.589657769073,4299.88991425186,410152.721480571
"IT006L2",145133.507680044,65872.020072937,45401.650207296,1818.72200645506,1189.35700118542,259415.256967917
"IT007L2",378333.356633902,41442.2777212858,155237.222401917,145.071253575385,44413.7815669179,619571.709577598
"IT008L2",160892.996213913,98758.9007444382,80049.7469148636,318.618139572442,23058.2498264313,363078.511839218
"IT009L1",329395.048519135,65981.5730805397,108853.973474503,276.305724620819,8766.97629028559,513273.877089083
"IT010L2",130386.230704308,3497.83428192139,32821.5947113037,17.1752555854619,42233.7493484467,208956.584301565
"IT011L2",360881.453079224,66107.521692276,106108.275115967,67.8857799768448,2468.21799650788,535633.353663951
"IT012L2",235631.069367409,87979.2373247147,104118.790777683,3563.4553617239,51595.4316513166,482887.984482847
"IT013L2",128485.708857536,12762.7996554375,77975.1599091291,68.238463262096,35481.4994820952,254773.40636746
"IT014L2",154550.750805855,7266.21951341629,60332.3749065399,96.2557801678777,20357.5198788587,242603.120884838
"IT015L1",217609.687737465,6923.10377621651,53460.6976823807,315.345772266388,13914.3093775064,292223.144345835
"IT016L2",374637.906270202,7283.56489908695,72512.3097611589,160.369232177734,59440.8219792098,514034.972141836
"IT017L2",484452.081722945,153887.53113842,149711.038690146,5015.68502761424,43852.4498375244,836918.78641665
"IT019L2",1356588.52665329,181492.149827242,409964.994691849,310.852365255356,28973.1916396618,1977329.7151773
"IT020L2",1000733.61907578,397731.114762783,311495.051034927,138.335888683796,27633.158485353,1737731.27924752
"IT021L2",528300.103411674,163005.109209061,293893.862128258,361.937762111425,37167.9643757939,1022728.9768869
"IT022L2",57634.4704217911,13961.3604798317,65362.9471181631,67.9711967892945,81387.4420299232,218414.191246498
"IT023L2",327720.988551617,11635.5142960548,124084.093423128,537.939032927155,6961.87192755938,470940.407231286
"IT024L2",198914.861221313,57435.6413944364,63682.0918451548,129.321927532554,44665.9992572069,364827.915645644
"IT025L2",144062.101165414,13828.5646777153,74831.8568124771,383.734182216227,4496.44195632311,237602.698794146
"IT026L2",485671.957839847,111392.498915672,99948.8339569569,80.6478921175003,38745.8638214469,735839.80242604
"IT027L1",261346.595074415,20014.7646179199,68032.2158899903,1354.53678046167,1583.18369962275,352331.29606241
"IT028L2",441655.137578964,18573.0841574669,90173.5337314606,130.759225089103,37968.4965587854,588501.011251766
"IT029L2",51960.3975219727,11923.421705246,23765.230899334,105.274153873324,13374.3851680756,101128.709448501
"IT030L2",92580.4900693893,26258.3141946793,28148.8284778595,12.1361146867275,15559.8740561008,162559.642912716
"IT031L2",660056.018562317,106573.616366625,93360.5716686249,108.134258270264,633.881914686412,860732.222770523
"IT032L2",254512.002748489,170149.377122402,71621.7470760345,360.180024445057,15223.4875554442,511866.794526815
"IT033L1",593606.051872253,94372.7163248062,96339.1162719727,243.20852547884,11944.0588104725,796505.151804984
"IT034L1",681808.827560425,57594.3837718964,90090.5014152527,114.612119793892,765.021211192012,830373.34607856
"IT035L1",197698.290420532,29582.9770774841,31084.702911377,91.0093442201614,822.706709861755,259279.686463475
"IT036L1",244443.086238861,4026.9331240654,43068.6077976227,224.717152878642,19067.0733514428,310830.417664871
"IT037L1",135718.686376572,12241.2874259949,44729.8658049107,268.159165561199,23742.8667991757,216700.865572214
"IT038L1",137982.311912,5169.32817268372,25415.193582058,87.7570565342903,109.753863550723,168764.344586827
"IT039L1",350341.904464722,8101.26670360565,67679.7969578505,104.323292978108,7989.32225785404,434216.61367701
"IT040L1",109041.27311933,10027.5082035065,21065.6524522305,224.771500110626,120.045519158244,140479.250794336
"IT041L1",259447.709626198,7254.89591175318,53682.7134714127,68.6834582239389,19503.852934584,339957.855402172
"IT042L1",46068.5059890747,306.293632507324,11219.9907517433,25.9933042526245,344.620283603668,57965.4039611816
"IT043L1",76250.9206285477,4128.78304290771,28151.5382859707,307.403756305575,227.25157090649,109065.897284638
"IT044L1",94016.3659534454,10671.2211954594,24310.9485912323,7.11691627651453,13322.0481990576,142327.700855471
"IT045L1",27558.9119930267,11327.9213562012,12009.6559832096,9.09809936583042,37219.976123333,88125.5635551363
"IT046L1",245807.618512154,18960.9052369595,57936.9493780136,26.4312869906425,1463.27192884684,324195.176342964
"IT047L1",99266.8436908722,290.889132499695,10466.7356567383,128.100387573242,821.406511962414,110973.975379646
"IT048L1",240501.325839996,75745.1309146881,38986.4659771919,42.937352180481,16139.4599682689,371415.320052326
"IT049L1",333722.705695152,51235.0326564312,37109.4523792267,16.0903158560395,6396.56450064806,428479.845547314
"IT050L1",343573.68941164,50680.4958400726,44778.5145606995,218.815214276314,429.519299005158,439681.034325694
"IT051L1",284290.705148697,3160.62041807175,61722.7629804611,611.716362796724,1302.22493384778,351088.029843874
"IT052L1",554419.872455597,196681.933146238,120578.173885524,223.241695821285,5845.45800601691,877748.679189198
"IT053L1",393136.479545593,241796.808552742,151120.452128172,587.53701210022,64843.4611497819,851484.738388389
"IT054L1",57586.2737107277,22603.0129588842,32074.7470259666,1023.9564098157,5678.11605800688,118966.106163401
"IT055L1",436179.724309921,87197.4141778946,89518.6072616577,177.705527842045,31335.5490623116,644409.000339627
"IT056L1",200140.205022812,49263.2184581757,110980.906383991,873.587540671229,47378.8753603101,408636.79276596
"IT057L1",234646.055065155,53954.1213388443,113318.358542442,124.033700168133,80132.6443446279,482175.212991238
"IT058L1",301880.297324181,28044.7248290777,64261.3579728603,109.67977566272,17533.2886959314,411829.348597713
"IT059L1",75271.0079240799,506.872159123421,20867.1634248495,154.977028265595,10515.802955538,107315.823491856
"IT060L1",710971.976509094,227118.450508118,177445.361534119,382.589574694633,4396.80138111115,1120315.17950714
"IT501L2",206657.498618603,55040.5065851212,71320.4034900665,91.8092092424631,28515.0794660151,361625.297369048
"IT502L2",266495.900815725,37310.580426693,52797.2919544429,293.621054053307,32627.8697456121,389525.263996527
"IT503L2",604471.807907104,117506.362921715,165502.910621643,86.4404709637165,16833.6969669461,904401.218888372
"IT504L2",199337.830178261,34941.6444524527,74966.6868909597,92.7886660173535,25914.3604314476,335253.310619138
"IT505L2",137422.861890793,30662.3356499672,60116.0932631493,720.458142541349,44429.3120673299,273351.061013781
"IT506L2",857031.848741488,121468.80289197,266390.305198342,8077.84460918605,164799.3066884,1417768.10812939
"IT507L2",634941.590766847,112925.476488978,220193.945911288,6124.32537275553,95216.5751117021,1069401.91365157
"IT508L2",162897.422377534,24578.7442865297,57149.2635868087,1892.9523351267,155655.394833267,402173.777419266
"IT509L2",81527.7942800522,17816.1503491402,8436.30839729309,116.21657730639,756.611829221249,108653.081433013
"IT511L2",99421.8468055725,37220.975064069,40379.208258152,14232.9099645615,2012.92035830021,193267.860450655
"IT512L2",161744.228807449,20501.977022171,23824.1968159676,3020.72069709003,1245.00142484903,210336.124767527
"IT513L2",861544.309676163,203372.246034145,1570942.41902591,817.957023358904,25635.9504906312,2662312.88225021
"IT514L2",968944.261029243,981677.284316063,296771.101967335,40828.3619457558,453.257984757423,2288674.26724315
"IT515L2",131851.910226971,223815.665509939,22887.6694733668,641.084272395368,90259.6875629945,469456.017045667
"IT516L2",228605.836582243,67722.222402215,22372.8300093114,692.180139270611,85030.5057279151,404423.574860956
"LT001L1",295829.482234791,88082.4948679209,27748.7166819274,785.93234331347,71208.8168118447,483655.442939797
"LT002L1",87104.5775540061,0,0,228.464932769943,29097.3994850069,116430.441971783
"LT003L1",544869.641083658,0,71146.2226340435,1644.28247477859,170159.120934576,787819.267127056
"LT004L0",33154.4822285287,371.013885289431,4276.10786897503,192.921091258526,99969.2290789634,137963.754153015
"LT501L0",153299.75655216,0,16142.0040055513,171.346298456192,40560.4798870832,210173.58674325
"LT502L0",17887.2476900518,0,2338.98419206589,140.211337924004,89393.9904903024,109760.433710344
"LU001L1",111053.261819946,0,92373.7435529083,3624.29082036018,6107.43747639656,213158.733669611
"LV001L0",4056189.76158142,173003.478414416,1024308.52213287,1510.30021595955,341.371499521658,5255353.43384419
"LV002L1",7750302.1426079,1212675.95730311,2876166.40060925,50789.717116043,36051.8173266297,11925986.0349629
"LV003L1",5707028.69478607,935648.616596699,1941751.0606184,762866.697549224,21512.4260672759,9368807.49561767
"LV501L1",2676489.4012146,324748.820701599,1353730.22169495,4771.2794225812,2220.52698899183,4361960.25002272
"ME001L1",2983850.0804987,476281.89811182,845393.742951393,2060.17845100909,21803.5173792616,4329389.41739218
"MK001L1",958948.652321339,195604.127223313,294709.828027725,199.078109741211,5060.26159957051,1454521.94728169
"MK003L1",1716910.07865953,301720.815970778,412644.662611961,3645.09564829618,37426.2131542056,2472346.86604478
"MK004L1",1139483.09570346,261798.431970179,352771.032145262,1207.7309063077,15406.8342194268,1770667.12494463
"MK005L1",1385966.90105551,200752.033858299,472624.72000885,8287.2908731997,5207.34835392982,2072838.29414979
"MT001L1",231576.268969059,28659.3471221924,97797.1468715668,41.2514382004738,4889.22307053208,362963.237471551
"NL001L2",1163663.30534153,278183.431413233,387374.179487228,2189.64401942492,9088.34688444436,1840498.90714586
"NL002L2",1278311.90300274,153270.076472282,356678.674602509,5540.15043857554,4725.54349141568,1798526.34800752
"NL003L2",951297.178606987,92355.0186347961,296118.228283882,268.57626850903,3784.46159197204,1343823.46338615
"NL004L2",516704.526473045,84044.4873538017,126793.965596795,1806.50497050583,7311.30568735715,736660.790081505
"NL005L2",331041.642950833,22655.0164842606,103846.269884109,3679.90568447113,3996.34741446376,465219.182418138
"NL006L2",481185.850540161,58440.9340705872,173609.413619995,44.2855138778687,415.883079893887,713696.366824515
"NL007L2",381900.099143982,18126.8332128525,92879.968132019,78.3530930876732,48.2483154579531,493033.501897399
"NL008L2",485943.500042915,135210.246566772,131761.491244793,443.4240899086,6995.29588376731,760353.957828157
"NL009L2",182159.353424072,12392.3702549934,36335.3509273529,419.38358259201,514.941656311974,231821.399845323
"NL010L2",170575.52056694,33999.6734161377,56513.1090596132,43.7262172698975,6826.43630983867,267958.4655698
"NL012L2",177734.63760376,34956.8961029053,31584.8429870605,1052.62292861938,28.8483457565308,245357.847968102
"NL013L2",201754.978607178,19710.1923627853,59855.7358779907,725.12547492981,37.9725022371858,282084.004825121
"NL014L2",395908.189664125,59178.5469725132,50871.4837730229,14799.4500283003,5489.89771704376,526247.568155006
"NL015L2",983839.566837311,156694.791896105,439007.655653,283.264392495155,4863.48440798372,1584688.76318689
"NL016L1",598839.261089325,68713.881193161,204502.730043411,250.772448509932,299.652229489759,872606.297003897
"NL017L1",229142.491073608,42804.7460632324,43528.1113815308,177.503425955772,7473.39321677387,323126.245161101
"NL018L1",581751.463737488,47175.0198326111,166692.553504944,6899.27210140228,876.566666148603,803394.875842594
"NL020L1",421352.114974976,60383.145898819,140381.807422638,307.975467681885,248.605718354695,622673.649482469
"NL026L1",493678.573387146,98820.1142492294,204264.228107452,369.387578584254,797.430370765738,797929.733693178
"NL028L1",530079.479331017,65626.7042551041,119119.705177307,240.160101493821,2679.79598424584,717745.844849167
"NL029L1",348112.467357635,35021.9944987297,73404.1440315247,288.796712398529,2743.8609394012,459571.26353969
"NL030L1",697633.585310459,66641.7822561264,135824.100545228,89.2923623919487,1456.78588236868,901645.546356574
"NL032L1",639740.108402252,182607.373434544,148057.411395073,654.19483815413,12763.25247702,983822.340547043
"NL503L2",493058.928034499,75101.2207450867,115750.349565983,94.399625658989,8493.94186820462,692498.839839432
"NL504L2",1507419.21974655,680289.344851911,628288.670844551,12089.3734901045,43850.1272521056,2871936.73618522
"NL505L1",485265.542908564,44838.568434298,119000.463285871,9143.18325256743,2042.80093707144,660290.558818372
"NL506L2",287035.958302677,115085.286187172,95155.5626598559,1690.87409318984,15481.899108164,514449.580351058
"NL507L2",232413.906998631,192791.41795662,119217.698675215,4402.37715232046,6694.25894346833,555519.659726255
"NL511L2",99190.7726903935,34819.02879107,38085.345542416,259.977961614728,279.231048636138,172634.35603413
"NL512L3",40399.2787980076,10601.1138877869,23066.5772931259,950.04540717206,0,75017.0153860925
"NL513L2",7249895.38263035,1501633.94086862,1438004.85869563,12468.4674754441,303058.328978121,10505060.9786482
"NL514L2",2469451.89982224,581830.182794571,407416.0425843,3288.57194498181,70281.2376006842,3532267.93474677
"NL515L2",3007004.34428406,500272.190002441,421809.313357592,1529.20066669583,167231.448489308,4097846.49680009
"NL519L2",1500978.06664538,536959.292169571,339960.203225315,4224.36378069967,135460.416486889,2517582.34230786
"NO001L2",1725410.7852962,671659.305402756,435906.827664256,3613.20303621329,126236.227002077,2962826.3484015
"NO002L2",1401119.43649805,494077.749018669,317297.295051515,43400.4031421952,93294.5649309158,2349189.44864134
"NO003L2",530369.106777191,343987.786112785,134713.715924203,14684.4783844042,30387.7977106944,1054142.88490928
"NO004L2",622616.661556721,320253.216646194,130686.236047924,1800.80747919157,70198.6130761988,1145555.53480623
"NO005L2",1455206.84325504,191934.605953217,182818.048655033,712.847434327006,180171.952901036,2010844.29819866
"NO006L2",4291389.66675854,2327792.66323304,907727.061470985,7710.64390989393,65168.1172593981,7599788.15263186
"PL001L2",704747.691719994,105240.010093689,121465.982982606,755.355100693181,56692.7111426368,988901.751039619
"PL002L2",584262.143535376,75997.7777090073,91323.1964124441,375.565718457103,62693.885296315,814652.568671599
"PL003L2",396861.459641218,247804.923520923,118106.178618193,1224.19400426466,65111.5438953489,829108.299679947
"PL004L2",320067.742500782,111241.55680418,60396.2141611576,333.664592087269,51589.8526169807,543629.030675188
"PL005L2",1111028.19638443,49029.5965266228,71697.4109799862,1387.08760926872,92083.7562840879,1325226.0477844
"PL006L2",308774.924574852,91662.8972175121,76355.8601367474,428.026473375037,47335.679372862,524557.387775348
"PL007L2",183166.999692917,46938.0697116852,54441.127468586,162.50926053524,18654.0644012718,303362.770534995
"PL008L2",206441.383670568,28027.3390617371,56407.6857608557,188.819427765906,20054.4173508883,311119.645271815
"PL009L2",154670.331313845,2744.23285293579,17117.991869092,59.1345900224987,18352.1232175906,192943.813843486
"PL010L2",518527.450070739,9766.96949386597,36900.4577018842,79.7448601201177,24020.0266920617,589294.648818671
"PL011L2",116351.045770075,23623.5551300049,17706.9950030446,47.0489286482334,35955.3783699274,193684.0232017
"PL012L2",217136.872441769,62840.7188649178,40563.6113122702,142.647187061608,51760.3017988801,372444.151604898
"PL013L2",768491.291089058,129576.208336353,115800.839380145,756.157305173576,54280.5734168291,1068905.06952756
"PL014L2",611927.344630241,77777.418598175,93019.3190965652,1892.60332269222,33727.5726752877,818344.258322962
"PL015L2",293690.751465797,311516.482913733,47598.1216171384,321.401942156255,91790.7961731404,744917.554111965
"PL016L2",299647.972743988,85762.978099823,58138.2842202187,110.711106017232,80181.576004684,523841.522174731
"PL017L2",168925.983453631,1479.02968215942,38969.5438156128,80.6804714426398,34583.5298133492,244038.767236196
"PL018L2",192852.599574015,2375.80154895782,25484.3258774392,722.714113519527,59367.3132886142,280802.754402545
"PL019L2",231405.12656498,43694.679854393,43906.3119182587,327.736955463886,14297.5083405375,333631.363633633
"PL020L2",265408.548305035,29744.2132415771,25714.8566074371,91.3392906300724,51359.0690772831,372318.026521962
"PL021L2",325653.093858719,51827.3625526428,59525.8129191399,179.721200808883,44459.0251317918,481645.015663102
"PL022L2",102316.881146431,19317.1550188065,27478.7153526545,325.876002077013,27732.0303408653,177170.657860834
"PL024L2",82683.4925751686,31368.3621683121,13208.5640864372,678.848764549941,10993.9149037674,138933.182498235
"PL025L2",94068.8973522186,47913.8895711899,16238.6429394484,235.450175367296,13696.0390356183,172152.919073842
"PL026L2",105614.992274284,22585.5843009949,11057.8593805432,21.4797860290855,22734.7647275366,162014.680469388
"PL027L2",109809.479781151,14349.7226259708,23811.9423767328,175.835018739104,38765.6527452469,186912.63254784
"PL028L2",77681.3938055038,13323.3945732117,22036.4271783233,184.265385743231,17045.7629068792,130271.243849661
"PL029L1",247898.527495384,62516.2632751465,44583.8398851156,209.946972079575,31049.406538859,386257.984166585
"PL030L1",88608.4245209424,7712.79874563217,10079.0561324358,475.806435704231,41061.1263475567,147937.212182271
"PL031L1",169078.685521603,3502.46822547913,12003.0036602318,12.8119665673003,52354.2561140954,236951.225487976
"PL032L1",159748.252187714,14053.2835173607,11946.3453582525,100.63127887249,20802.8950443268,206651.407386526
"PL033L1",185772.216226578,16678.7595024109,24590.2700343132,28.8204896301031,10702.7017575204,237772.768010452
"PL034L1",104557.599711418,37494.8326809406,14992.5932729244,121.689929474145,29389.0317801237,186555.747374881
"PL035L1",177842.951431274,29943.0638737679,23415.9223566651,74.0687482580543,27253.2866104394,258529.293020405
"PL036L1",157165.105002403,19185.8088684082,16300.2355309725,54.6677498370409,3357.18055146933,196062.99770309
"PL037L1",111621.450094223,31389.5240066051,19639.4964153171,17.5607876963913,22379.8146412522,185047.845945094
"PL038L1",150732.648277283,26847.7769393921,23534.7903169394,264.056718505919,32520.1641534567,233899.436405577
